AÑO,TRIMESTRE,PROVEEDOR,COD DEPARTAMENTO,DEPARTAMENTO,COD MUNICIPIO,MUNICIPIO,CABECERA MUNICIPAL,COD CENTRO POBLADO,CENTRO POBLADO,COBERTURA 2G,COBERTURA 3G,"COBERTURA HSPA+, HSPA+DC",COBERTURA LTE,COBERTURA 5G,COBERTURA 4G
2021,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23001,MONTERÍA,0,23001008,LAS PALOMAS,1,0,0,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52678,SAMANIEGO,1,52678000,SAMANIEGO,1,1,1,0,0,0
2021,2,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68081,BARRANCABERMEJA,1,68081000,BARRANCABERMEJA,1,1,1,0,0,1
2022,2,AVANTEL S.A.S,47,MAGDALENA,47745,SITIONUEVO,1,47745000,SITIONUEVO,1,1,1,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,17,CALDAS,17495,NORCASIA,1,17495000,NORCASIA,0,0,0,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23672,SAN ANTERO,0,23672017,LA PARRILLA,1,1,1,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,70,SUCRE,70473,MORROA,0,70473012,EL RECREO,1,1,0,0,0,0
2021,2,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15476,MOTAVITA,1,15476000,MOTAVITA,0,1,1,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08296,GALAPA,1,08296000,GALAPA,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52788,TANGUA,1,52788000,TANGUA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25488,NILO,0,25488002,PUEBLO NUEVO,1,1,0,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27050,ATRATO,1,27050000,YUTO,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05360,ITAGUI,1,05360000,ITAGÜÍ,1,1,1,0,0,1
2021,1,AVANTEL S.A.S,50,META,50226,CUMARAL,1,50226001,CUMARAL,1,0,0,0,0,0
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25612,RICAURTE,0,25612007,SAN MARTÍN,1,1,0,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76616,RIOFRÍO,0,76616002,FENICIA,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,91,AMAZONAS,91530,PUERTO ALEGRÍA,0,91530000,PUERTO ALEGRÍA,1,1,1,0,0,0
2022,4,COLOMBIA MOVIL  S.A ESP,44,LA GUAJIRA,44035,ALBANIA,0,44035006,PORCIOSA,0,0,0,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52435,MALLAMA,1,52435000,PIEDRANCHA,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73347,HERVEO,0,73347004,MESONES,1,0,0,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47980,ZONA BANANERA,0,47980015,SAN JOSÉ DE KENNEDY (CAMPO KENNEDY),0,0,0,0,0,1
2021,4,AVANTEL S.A.S,23,CÓRDOBA,23580,PUERTO LIBERTADOR,1,23580000,PUERTO LIBERTADOR,1,1,1,0,0,1
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05360,ITAGUI,1,05360000,ITAGÜÍ,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25899,ZIPAQUIRÁ,1,25899000,ZIPAQUIRÁ,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76892,YUMBO,0,76892005,MULALÓ,1,1,1,0,0,1
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,47,MAGDALENA,47001,SANTA MARTA,0,47001001,BONDA,1,1,1,0,0,1
2021,2,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,68,SANTANDER,68686,SAN MIGUEL,1,68686000,SAN MIGUEL,0,0,0,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25148,CAPARRAPÍ,0,25148010,CAMBULO,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15232,CHÍQUIZA,0,15232001,SAN PEDRO DE IGUAQUE,1,1,1,0,0,1
2023,2,PARTNERS TELECOM COLOMBIA SAS,05,ANTIOQUIA,05628,SABANALARGA,0,05628002,EL ORO,0,0,0,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08573,PUERTO COLOMBIA,0,08573002,SALGAR,1,1,1,0,0,1
2022,2,AVANTEL S.A.S,70,SUCRE,70508,OVEJAS,1,70508000,OVEJAS,1,1,1,0,0,1
2021,2,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25473,MOSQUERA,1,25473000,MOSQUERA,0,1,1,0,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25286,FUNZA,1,25286000,FUNZA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13062,ARROYOHONDO,0,13062006,SAN FRANCISCO (SOLABANDA),1,1,0,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52317,GUACHUCAL,1,52317000,GUACHUCAL,1,1,1,0,0,0
2021,4,PARTNERS TELECOM COLOMBIA SAS,52,NARIÑO,52418,LOS ANDES,1,52418000,SOTOMAYOR,0,1,1,0,0,1
2023,3,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73152,CASABIANCA,1,73152000,CASABIANCA,1,1,1,0,0,1
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15808,TINJACÁ,1,15808000,TINJACÁ,1,1,0,0,0,1
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52001,PASTO,0,52001059,JAMONDINO,1,1,1,0,0,1
2022,1,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15218,COVARACHÍA,1,15218000,COVARACHÍA,0,1,1,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20400,LA JAGUA DE IBIRICO,1,20400000,LA JAGUA DE IBIRICO,1,1,1,0,0,1
2022,3,COLOMBIA MOVIL  S.A ESP,13,BOLÍVAR,13442,MARÍA LA BAJA,0,13442004,MANPUJÁN,0,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15092,BETÉITIVA,1,15092000,BETÉITIVA,1,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44650,SAN JUAN DEL CESAR,0,44650017,VILLA DEL RÍO,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05380,LA ESTRELLA,0,05380021,PEÑAS BLANCAS,0,0,0,0,0,0
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,70,SUCRE,70708,SAN MARCOS,0,70708024,EL OASIS,1,0,0,0,0,0
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05858,VEGACHÍ,1,05858000,VEGACHÍ,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52354,IMUÉS,1,52354000,IMUÉS,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19392,LA SIERRA,0,19392001,LA DEPRESIÓN,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25335,GUAYABETAL,0,25335002,MONTERREDONDO,1,1,0,1,0,0
2023,2,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25530,PARATEBUENO,1,25530000,PARATEBUENO,0,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76248,EL CERRITO,0,76248009,SANTA ELENA,1,1,1,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05282,FREDONIA,1,05282000,FREDONIA,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,17,CALDAS,17001,MANIZALES,0,17001009,SAN PEREGRINO,1,0,0,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15810,TIPACOQUE,1,15810000,TIPACOQUE,1,1,1,0,0,1
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05079,BARBOSA,1,05079000,BARBOSA,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47980,ZONA BANANERA,0,47980006,RIOFRÍO,1,1,1,1,0,0
2022,4,COLOMBIA MOVIL  S.A ESP,85,CASANARE,85139,MANÍ,1,85139000,MANÍ,1,1,1,0,0,0
2023,3,COLOMBIA MOVIL  S.A ESP,97,VAUPÉS,97511,PACOA,0,0,SIN CENTRO POBLADO,0,0,0,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,44,LA GUAJIRA,44001,RIOHACHA,0,44001036,LA ARENA,0,0,0,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05686,SANTA ROSA DE OSOS,0,05686003,HOYO RICO,1,1,1,0,0,1
2023,2,PARTNERS TELECOM COLOMBIA SAS,76,VALLE DEL CAUCA,76606,RESTREPO,1,76606000,RESTREPO,0,1,1,0,0,1
2022,1,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05591,PUERTO TRIUNFO,1,05591000,PUERTO TRIUNFO,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73622,RONCESVALLES,0,73622001,SANTA ELENA,1,0,0,0,0,0
2023,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73001,IBAGUÉ,0,73001014,LLANITOS,1,0,0,0,0,0
2022,3,PARTNERS TELECOM COLOMBIA SAS,27,CHOCÓ,27745,SIPÍ,1,27745000,SIPÍ,0,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15686,SANTANA,1,15686000,SANTANA,1,1,1,0,0,0
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,25,CUNDINAMARCA,25288,FÚQUENE,0,25288001,CAPELLANÍA,1,1,1,0,0,0
2022,1,COLOMBIA MOVIL  S.A ESP,15,BOYACÁ,15806,TIBASOSA,1,15806000,TIBASOSA,1,1,1,0,0,1
2023,1,COLOMBIA MOVIL  S.A ESP,18,CAQUETA,18150,CARTAGENA DEL CHAIRÁ,1,18150000,CARTAGENA DEL CHAIRÁ,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05002,ABEJORRAL,0,05002002,PANTANILLO,1,1,1,0,0,1
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41770,SUAZA,0,41770002,GUAYABAL,0,1,0,0,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13140,CALAMAR,1,13140000,CALAMAR,1,1,1,0,0,1
2023,2,PARTNERS TELECOM COLOMBIA SAS,52,NARIÑO,52678,SAMANIEGO,1,52678000,SAMANIEGO,0,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08606,REPELÓN,0,08606003,LAS TABLAS,1,1,1,0,0,0
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25322,GUASCA,0,25322002,LA CABRERITA,1,1,0,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,50,META,50573,PUERTO LÓPEZ,1,50573000,PUERTO LÓPEZ,0,1,1,0,0,1
2023,3,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19397,LA VEGA,1,19397000,LA VEGA,1,1,1,0,0,1
2023,2,PARTNERS TELECOM COLOMBIA SAS,86,PUTUMAYO,86571,PUERTO GUZMÁN,1,86571000,PUERTO GUZMÁN,0,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,73,TOLIMA,73616,RIOBLANCO,1,73616000,RIOBLANCO,1,1,1,0,0,1
2021,3,AVANTEL S.A.S,73,TOLIMA,73616,RIOBLANCO,1,73616000,RIOBLANCO,1,1,1,0,0,0
2022,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23182,CHINÚ,0,23182035,PAJONAL,1,0,0,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54109,BUCARASICA,0,54109002,LA CURVA,1,1,1,0,0,0
2022,2,PARTNERS TELECOM COLOMBIA SAS,25,CUNDINAMARCA,25322,GUASCA,1,25322000,GUASCA,0,1,1,0,0,1
2021,2,COLOMBIA MOVIL  S.A ESP,73,TOLIMA,73319,GUAMO,1,73319000,GUAMO,1,1,1,0,0,1
2021,4,COLOMBIA MOVIL  S.A ESP,52,NARIÑO,52694,SAN PEDRO DE CARTAGO,1,52694000,SAN PEDRO DE CARTAGO,1,1,1,0,0,1
2022,4,PARTNERS TELECOM COLOMBIA SAS,41,HUILA,41797,TESALIA,1,41797000,TESALIA,0,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15757,SOCHA,0,15757003,SOCHA VIEJO,1,1,1,0,0,1
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13160,CANTAGALLO,0,13160002,BRISAS DE BOLÍVAR,1,1,0,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08606,REPELÓN,0,08606009,PITA,1,1,1,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,41,HUILA,41483,NÁTAGA,1,41483000,NÁTAGA,1,1,0,0,0,1
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,13,BOLÍVAR,13052,ARJONA,0,13052004,SINCERÍN,1,0,0,0,0,0
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,05,ANTIOQUIA,05036,ANGELÓPOLIS,1,05036000,ANGELÓPOLIS,1,1,1,0,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85250,PAZ DE ARIPORO,0,85250006,MONTAÑA DEL TOTUMO,1,1,1,0,0,0
2023,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15764,SORACÁ,1,15764000,SORACÁ,1,1,0,0,0,1
2022,2,AVANTEL S.A.S,13,BOLÍVAR,13688,SANTA ROSA DEL SUR,1,13688000,SANTA ROSA DEL SUR,1,1,1,0,0,1
2022,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25645,SAN ANTONIO DEL TEQUENDAMA,0,25645020,VILLA SHYN(CASA MOVILES),1,0,0,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52079,BARBACOAS,0,52079026,EL DIVISO,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,50,META,50325,MAPIRIPÁN,1,50325000,MAPIRIPÁN,0,0,0,0,0,1
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,15,BOYACÁ,15001,TUNJA,1,15001000,TUNJA,1,1,1,0,0,1
2021,2,AVANTEL S.A.S,52,NARIÑO,52036,ANCUYA,1,52036000,ANCUYÁ,1,1,1,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47053,ARACATACA,1,47053000,ARACATACA,1,1,1,0,0,1
2022,1,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05576,PUEBLORRICO,1,05576000,PUEBLORRICO,1,1,1,0,0,1
2023,1,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05347,HELICONIA,1,05347000,HELICONIA,1,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25386,LA MESA,0,25386001,LA ESPERANZA,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68276,FLORIDABLANCA,0,68276021,LA CIDRA,1,1,1,0,0,1
2021,3,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,81,ARAUCA,81220,CRAVO NORTE,1,81220000,CRAVO NORTE,0,0,0,0,0,0
2023,1,COMUNICACION CELULAR S A COMCEL S A,15,BOYACÁ,15212,COPER,1,15212000,COPER,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05790,TARAZÁ,0,05790002,EL DOCE,1,1,1,0,0,0
2021,2,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70204,COLOSO,0,70204013,LA ESTACION,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,86,PUTUMAYO,86001,MOCOA,0,86001002,EL PEPINO,1,1,1,0,0,1
2021,3,COLOMBIA MOVIL  S.A ESP,68,SANTANDER,68322,GUAPOTÁ,1,68322000,GUAPOTÁ,1,1,1,0,0,0
2021,4,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76895,ZARZAL,0,76895002,LA PAILA,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52405,LEIVA,0,52405001,EL PALMAR,0,0,0,0,0,0
2022,4,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23182,CHINÚ,0,23182019,RETIRO DE LOS PÉREZ,1,1,1,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,54,NORTE DE SANTANDER,54874,VILLA DEL ROSARIO,1,54874000,VILLA DEL ROSARIO,1,1,1,0,0,1
2023,2,PARTNERS TELECOM COLOMBIA SAS,47,MAGDALENA,47545,PIJIÑO DEL CARMEN,1,47545000,PIJIÑO,0,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,19,CAUCA,19001,POPAYÁN,0,19001027,CRUCERO DE PUELENJE,1,0,0,0,0,0
2022,1,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20250,EL PASO,0,20250006,EL CARMEN,1,0,0,0,0,0
2023,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27745,SIPÍ,1,27745000,SIPÍ,1,1,1,0,0,1
2023,2,COLOMBIA MOVIL  S.A ESP,95,GUAVIARE,95015,CALAMAR,1,95015000,CALAMAR,1,1,1,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,76,VALLE DEL CAUCA,76130,CANDELARIA,0,76130012,SAN JOAQUÍN,0,1,1,0,0,0
2021,3,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68077,BARBOSA,0,68077003,BUENAVISTA,1,1,1,0,0,1
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,23,CÓRDOBA,23670,SAN ANDRÉS DE SOTAVENTO,0,23670030,PATIO BONITO NORTE,1,0,0,0,0,0
2023,3,PARTNERS TELECOM COLOMBIA SAS,05,ANTIOQUIA,05628,SABANALARGA,0,05628004,EL SOCORRO,0,0,0,0,0,1
2021,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,17,CALDAS,17777,SUPÍA,1,17777000,SUPÍA,1,1,1,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13744,SIMITÍ,1,13744000,SIMITÍ,1,1,1,0,0,1
2022,3,PARTNERS TELECOM COLOMBIA SAS,08,ATLÁNTICO,08372,JUAN DE ACOSTA,1,08372000,JUAN DE ACOSTA,0,1,1,0,0,1
2023,3,PARTNERS TELECOM COLOMBIA SAS,23,CÓRDOBA,23168,CHIMÁ,0,23168008,SABANACOSTA,0,0,0,0,0,1
2021,3,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13440,MARGARITA,0,13440008,SANDOVAL,1,1,1,0,0,0
2022,3,COLOMBIA MOVIL  S.A ESP,05,ANTIOQUIA,05021,ALEJANDRÍA,1,05021000,ALEJANDRÍA,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,76,VALLE DEL CAUCA,76130,CANDELARIA,0,76130016,POBLADO CAMPESTRE,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,68,SANTANDER,68575,PUERTO WILCHES,0,68575006,EL GUAYABO,0,0,0,0,0,1
2021,3,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,68,SANTANDER,68190,CIMITARRA,0,68190006,SANTA ROSA,1,1,0,0,0,0
2023,1,PARTNERS TELECOM COLOMBIA SAS,76,VALLE DEL CAUCA,76275,FLORIDA,1,76275000,FLORIDA,0,1,1,0,0,1
2022,1,PARTNERS TELECOM COLOMBIA SAS,95,GUAVIARE,95015,CALAMAR,0,0,SIN CENTRO POBLADO,0,0,0,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,47,MAGDALENA,47318,GUAMAL,1,47318000,GUAMAL,1,1,1,0,0,1
2023,1,PARTNERS TELECOM COLOMBIA SAS,52,NARIÑO,52250,EL CHARCO,1,52250000,EL CHARCO,0,1,1,0,0,1
2023,1,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13657,SAN JUAN NEPOMUCENO,1,13657000,SAN JUAN NEPOMUCENO,1,1,1,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,19,CAUCA,19622,ROSAS,1,19622000,ROSAS,1,1,0,0,0,1
2022,3,COMUNICACION CELULAR S A COMCEL S A,23,CÓRDOBA,23660,SAHAGÚN,0,23660001,ARENAS DEL NORTE,1,1,1,0,0,0
2022,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54001,SAN JOSÉ DE CÚCUTA,0,54001018,SAN PEDRO,0,1,1,0,0,0
2021,2,PARTNERS TELECOM COLOMBIA SAS,15,BOYACÁ,15507,OTANCHE,1,15507000,OTANCHE,0,1,1,0,0,0
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52250,EL CHARCO,1,52250001,EL CHARCO,1,1,1,1,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25040,ANOLAIMA,0,25040006,CORRALEJAS,1,1,1,0,0,0
2021,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,25,CUNDINAMARCA,25817,TOCANCIPÁ,0,25817017,SAN VICTORINO,1,1,0,0,0,1
2022,4,COLOMBIA MOVIL  S.A ESP,25,CUNDINAMARCA,25653,SAN CAYETANO,1,25653000,PUEBLO NUEVO,1,1,1,0,0,0
2021,3,AVANTEL S.A.S,19,CAUCA,19585,PURACÉ,1,19585000,COCONUCO,1,1,1,0,0,0
2022,2,COLOMBIA MOVIL  S.A ESP,76,VALLE DEL CAUCA,76306,GINEBRA,1,76306000,GINEBRA,1,1,1,0,0,1
2022,4,COMUNICACION CELULAR S A COMCEL S A,08,ATLÁNTICO,08606,REPELÓN,0,08606009,PITA,1,1,1,0,0,1
2021,4,AVANTEL S.A.S,23,CÓRDOBA,23189,CIÉNAGA DE ORO,1,23189000,CIÉNAGA DE ORO,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52227,CUMBAL,0,52227001,CHILES,0,1,1,0,0,0
2022,1,COLOMBIA MOVIL  S.A ESP,50,META,50124,CABUYARO,1,50124000,CABUYARO,1,1,1,0,0,1
2022,2,COMUNICACION CELULAR S A COMCEL S A,27,CHOCÓ,27425,MEDIO ATRATO,1,27425000,BETÉ,1,1,1,0,0,1
2022,4,PARTNERS TELECOM COLOMBIA SAS,17,CALDAS,17867,VICTORIA,1,17867000,VICTORIA,0,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05308,GIRARDOTA,0,05308012,JUAN COJO,1,1,1,0,0,0
2021,2,COMUNICACION CELULAR S A COMCEL S A,41,HUILA,41396,LA PLATA,0,41396009,GALLEGO,1,0,0,0,0,0
2023,3,COMUNICACION CELULAR S A COMCEL S A,70,SUCRE,70110,BUENAVISTA,0,70110005,LOS ANONES,1,1,1,0,0,1
2022,1,COMUNICACION CELULAR S A COMCEL S A,50,META,50683,SAN JUAN DE ARAMA,0,0,SIN CENTRO POBLADO,1,1,1,0,0,0
2021,2,COLOMBIA MOVIL  S.A ESP,54,NORTE DE SANTANDER,54261,EL ZULIA,1,54261000,EL ZULIA,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,05,ANTIOQUIA,05837,TURBO,0,05837035,GUADUALITO,1,1,1,0,0,0
2023,2,COMUNICACION CELULAR S A COMCEL S A,85,CASANARE,85440,VILLANUEVA,1,85440000,VILLANUEVA,1,1,1,0,0,1
2022,1,AVANTEL S.A.S,68,SANTANDER,68502,ONZAGA,1,68502000,ONZAGA,1,1,1,0,0,0
2022,3,COMUNICACION CELULAR S A COMCEL S A,25,CUNDINAMARCA,25148,CAPARRAPÍ,1,25148000,CAPARRAPÍ,1,1,1,0,0,1
2023,2,COMUNICACION CELULAR S A COMCEL S A,13,BOLÍVAR,13647,SAN ESTANISLAO,1,13647000,SAN ESTANISLAO DE KOSTKA,1,1,1,0,0,1
2021,4,EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A. ESP,08,ATLÁNTICO,08685,SANTO TOMÁS,1,08685000,SANTO TOMÁS,1,1,1,0,0,1
2021,1,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52835,TUMACO - SAN ANDRES DE TUMACO,0,52835146,FIRME DE LOS COIMES,0,0,0,0,0,0
2023,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,54,NORTE DE SANTANDER,54518,PAMPLONA,1,54518000,PAMPLONA,1,1,1,0,0,1
2021,2,COMUNICACION CELULAR S A COMCEL S A,91,AMAZONAS,91001,LETICIA,0,91001019,LOMA LINDA,1,0,0,0,0,0
2023,1,PARTNERS TELECOM COLOMBIA SAS,68,SANTANDER,68655,SABANA DE TORRES,0,0,SIN CENTRO POBLADO,0,0,0,0,0,1
2023,2,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05615,RIONEGRO,0,05615039,PARCELACIÓN LA QUERENCIA,0,1,0,0,0,0
2022,4,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,05,ANTIOQUIA,05212,COPACABANA,1,05212000,COPACABANA,1,1,1,0,0,1
2021,4,COMUNICACION CELULAR S A COMCEL S A,20,CESAR,20614,RÍO DE ORO,1,20614000,RÍO DE ORO,1,1,1,0,0,1
2021,1,COLOMBIA TELECOMUNICACIONES S.A. E.S.P.,52,NARIÑO,52585,PUPIALES,0,52585004,JOSÉ MARÍA HERNÁNDEZ,1,1,1,1,0,0
2021,4,COMUNICACION CELULAR S A COMCEL S A,52,NARIÑO,52390,LA TOLA,1,52390000,LA TOLA,1,1,1,0,0,1
